,user-id,text,audioFileName,audioLength,commentMsg,language,AIF,TAADNM,SVIU,ICA,BIN,IA,VIROA
2,2446,अब्दुस सत्तार हे भारत देशातील राजकारणी होते.,130252_1,5.308,Text is fine;,Marathi,0,0,0,0,0,0,0
3,2446,मात्र त्यामुळे त्याला निष्कांचन आणि अनिकेत अवस्था प्राप्त झाली.,130251_1,6.0760000000000005,Text is fine;,Marathi,0,0,0,0,0,0,0
4,2446,‘चक्कर येणे’ हे खरे तर केवळ एक लक्षण आहे.,130250_1,4.796,Text is fine;,Marathi,0,0,0,0,0,0,0
5,2446,तापी आणि पूर्णा नदीचा भाग हा गाळाचा प्रदेश आहे.,130249_1,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
6,2446,म्हणून या राज्याच्या काही भागावर चीननेही अधिकार सांगितला आहे.,130248_1,6.204,Text is fine;,Marathi,0,0,0,0,0,0,0
7,2446,आणि हेच या नृत्याचे वैशिष्ट्य आहे.,130247_1,4.284,Text is fine;,Marathi,0,0,0,0,0,0,0
8,2446,ह्या वृत्ताच्या प्रत्येक चरणात १९ अक्षरे येतात.,130246_1,5.18,Text is fine;,Marathi,0,0,0,0,0,0,0
9,2446,हे गाव टेलर काउंटीमध्ये आहे.,130245_1,4.412,Text is fine;,Marathi,0,0,0,0,0,0,0
10,2446,पुढे ते राष्ट्रीय स्वयंसेवक संघाचे कार्यकर्ते बनले.,130244_1,5.052,Text is fine;,Marathi,0,0,0,0,0,0,0
11,2446,१९३७ पासून मृत्यूपर्यंत ते हार्वर्ड विद्यापीठामध्ये प्राध्यापक होते.,130243_1,7.484,Text is fine;,Marathi,0,0,0,0,0,0,0
12,2446,त्याकाळी मल्हारराव गायकवाड हे बडोद्याचे अधिपती होते.,130242_1,5.692,Text is fine;,Marathi,0,0,0,0,0,0,0
13,2446,तीन दिवसांनंतर एक अद्भुत घटना घडली.,130241_1,4.668,Text is fine;,Marathi,0,0,0,0,0,0,0
